Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot,Scaled IMDb Rating
Vellinakshatram,Malayalam,4.8,2 h 36 min,2004.0,All,"Vinodis in love with Aswathy a member of Lakshmipuram royal family, which has a lot of dark secrets.Just before the birth of their child, Vinod and Aswathy make up with the royal family . Later a child is born to them and Aswathy dies mysteriously during the delivery.  The baby is looked after by the members of the family who start thinking that the little girl is possessed.",0.41975308641975306
Jeevan Ek Sanghursh,Hindi,4.9,2 h 39 min,1990.0,All,"Karan, a thief, works for Dr. Devraj to help keep the evil don Rattan from taking over the city. His life changes when he finds his family that had disowned him when he was a child.",0.4320987654320989
Vaagai Sooda Vaa,Tamil,8.0,2 h 5 min,2011.0,All,"Vaagai Sooda Vaa is a 2011 Tamil-language romance film directed by A. Sarkunam,directing his second film after Kalavani.It features Vimal and Iniya in the lead roles, with Bhagyaraj,and Thambi Ramaiah .The film is a period piece set in the 1960s in a remote village in Tamil Nadu. Subsequently, the film was honored with the National Film Award for Best Feature Film in Tamil for 2012.",0.8148148148148149
Bal Ganesh (Gujarati),Gujarati,6.9,1 h 42 min,2007.0,All,"Bal Ganesh is the story of the elephant-headed God Lord Ganesh's childhood. The story centres around the exploits of Lord Ganesh, his companion Mooshak, the mouse and their innumerable adventures. From the birth of Lord Ganesh to the depiction of Ganesh's voracious appetite at Kuber's feast, many mythological events from his childhood have been presented in the film.",0.6790123456790125
Honeymoon Travels Pvt Ltd,Hindi,6.1,1 h 59 min,2007.0,13+,"The honeymoon trip covers many aspects of life around the lives of six very different married couples travelling together in a bus. The movie brings the lives of each couple closer depicting how each of them deals with their problems differently. The story is filled with real life incidents, comedy and many more hidden secrets, making for an entertaining drama and a must watch!",0.5802469135802469
Dishoom,Hindi,5.1,2 h 1 min,2016.0,NR,"Grip your seats as Dishoom is all set to take you on an action-packed ride of entertainment! Two days before the big clash between India and Pakistan, top cricketer Viraj Sharma goes missing. With only 36 hours left to find him, the Emirates Police Department hires an Indian officer, Kabir Shergill, to solve the case, who's later joined by a rookie cop, Junaid Ansari, as he has a good knowle ...",0.45679012345679015
Sharkwater Extinction,English,7.7,1 h 24 min,2019.0,16+,"Sharkwater Extinction is a thrilling, action adventure journey that follows filmmaker Rob Stewart as he exposes the billion dollar illegal shark fin industry and the political corruption behind it.",0.7777777777777779
Generation Wealth,English,6.7,1 h 46 min,2018.0,18+,"Lauren Greenfield’s postcard from the edge of the American Empire captures a portrait of a materialistic, image-obsessed culture. Simultaneously personal journey and historical essay, the film bears witness to the global boom–bust economy, the corrupted American Dream, and the human costs of late stage capitalism, narcissism, and greed.",0.6543209876543211
Aakrosh,Hindi,7.0,2 h 25 min,2010.0,18+,"Three friends go missing in a village during their trip. Students start a movement to push the police to act upon the issue. A special force is allocated on the case, but they are faced with challenges from all directions",0.6913580246913581
Zombieland: Double Tap,Telugu,6.7,1 h 39 min,2019.0,18+,"Through comic mayhem from the White House to the heartland, four slayers face off against new kinds of evolved zombies and new human survivors.",0.6543209876543211
Appetite for Destruction: The Palm Oil Diaries,English,5.3,60min,2020.0,13+,"From tooth paste, soaps, and almost every packaged food, the use of Palm oil is widespread. However, the effects of not only consuming it but also growing it are being scrutinized by scientists. The results are worrying as eating food with Palm Oil has terrible consequences for our health and producing it means losing precious rainforests. Will industrialists take note and find an alternative?",0.4814814814814815
King Solomon,Malayalam,6.8,2 h 27 min,1996.0,NR,"King Solomon is a 1996 Indian Malayalam film directed by Balu Kiriyath. The film Rahman, Farheen, Sheeba Agarwal and Srividya in lead roles.",0.6666666666666667
Punnami Naagu,Telugu,7.2,2 h 10 min,1980.0,18+,"Naagulu (Chiranjeevi) is forced to consume poison since childhood by his father making him immune to the snake bit. Every full moon day, he kills women and on one such day, he kills the woman he loves. Her brother Raju (Narasimharaju) gets suspicious and starts his investigation only to make a shocking discovery. Punnami Naagu is a remake of the Kannada film Hunnimeya Rathriyalli.",0.7160493827160495
Aurangzeb,Hindi,6.5,2 h 17 min,2013.0,16+,Gurgaon rose from a small town to a boom town satellite city in just 15 years.Under the guise of a respected citizen Yashwardhan (Jackie Shroff) runs a parallel world where he is an Emperor. When Vishal (Arjun Kapoor) is planted in Yashwardhan's world in place of Ajay (Arjun Kapoor) the lawmakers (Rishi Kapoor & Prithviraj) roll the dice to unravel events in a world where Kingship knows no Kinship,0.6296296296296297
Nirbachana,English,6.0,1 h 42 min,1994.0,NR,A young man is happy to hear the news that the local candidate is offering money to elect. This money will help him get married but he sacrifices the money for an ailing beggar.,0.5679012345679013
Jaganmohini,Telugu,6.6,2 h 26 min,1978.0,All,"Jaganmohini (Jayamalini) commits suicide and becomes a ghost after getting betrayed by a king on the pretext of marriage. Later, the king is reborn as Raja (Narasimha Raju) and is married to a pious woman Gowri (Prabha). Mohini, now a ghost, plans to take away Raja from this world permanently. Can Gowri fight against the magical spells of Mohini and get her husband back?",0.6419753086419753
American Hustle,English,7.2,2 h 18 min,2013.0,18+,"The con is on when scam artists and lovers Irving and Sydney are entrapped by an ambitious FBI agent and coerced into participating in a major sting operation which hinges on a snaring politician and his associates. Complicating matters is Irving’s wife, who could damage the whole operation.",0.7160493827160495
The Pom Pom Girls,English,5.0,1 h 29 min,1976.0,18+,Jesse the jock is a man of action and he won't give up until he has his summer fling with that special pom-pom girl in this raunchy teen comedy from the 70s.,0.44444444444444453
Vaai Kozhuppu,Tamil,3.6,2 h 17 min,1989.0,NR,"Vaai Kozhuppu is a 1989 Indian Tamil film, directed by Muktha Srinivasan and produced by Ramaswamy Govind. The film stars Pandiarajan, Gautami, Janagaraj and S. S. Chandran in lead roles. The film had musical score by Chandra Bose.",0.271604938271605
Ae Dil Hai Mushkil,Hindi,5.8,2 h 35 min,2016.0,13+,"In this romantic drama, a popular singer Ayan Senger (Ranbir Kapoor) recounts his turbulent relationship with Alizeh Khan (Anushka Sharma) during an interview based on the love of his life. He reminisces about their chance meeting in London, their troubled, unrequited love, his personal growth over the years and how this relationship shaped his destiny.",0.54320987654321
Love 86,Hindi,5.7,2 h 20 min,1986.0,All,"Love 86 Is A Bollywood Hindi Romantic Musical Movie, Directed By Esmayeel Shroff And Produced By Pranlal V. Mehta, Starring Tanuja, Govinda, Farha Naaz and Neelam Kothari In the Lead Roles. Laxmidevi Lives In A Luxurious Home That Is No Less Than An Actual Palace. She Desires To Get Her Daughters Married To Well Settled Grooms. But Leena And Esha Fall In Love With Poor Orphans Omi And Vicky.",0.5308641975308642
Barood,Bengali,6.0,2 h 22 min,2017.0,13+,A Bengali action film about an honest cop who gets involved with corrupt politicians. Will he stand up for justice?,0.5679012345679013
Lego Marvel: Avengers Reassembled,English,6.2,22min,2015.0,7+,"The Avengers are forced to ""party"" with Ultron when he seeks to disassemble the team by taking control of Iron Man's armor and enact a nefarious scheme to take over the world.",0.5925925925925927
Janta Hawaldar,Hindi,6.4,2 h 6 min,1979.0,NR,The story revolves around a police officer's honesty towards his occupation and country.,0.617283950617284
Thira,Malayalam,7.3,1 h 49 min,2013.0,All,"Naveen (Dhyan Sreenivasan) seeks the help of Dr. Rohini Pranab (Shobana), to find his younger sister, kidnapped by a gang of human traffickers.",0.7283950617283951
Top Cat,Marathi,4.6,1 h 26 mins,2012.0,13+,"Top Cat Is An Award Winning Hollywood Kids Action Comedy Movie, Directed By Alberto Mar. It Garnered Two Awards From Four Nominations. Top Cat Is Smitten By A Cat Named Trixie But She Isn't Interested In Him. To Woo Her, He Tries To Get Some Rubies From The Maharajah Of Peekajoo, But The New Police Chief, Strickland, Is On His Tail.",0.3950617283950617
The Program,English,6.5,1 h 43 min,2015.0,18+,"An Irish sports journalist becomes convinced that Lance Armstrong's performances during the Tour de France victories are fuelled by banned substances. With this conviction, he starts hunting for evidence that will expose Armstrong.",0.6296296296296297
Golmaal Again,Hindi,5.0,2 h 24 min,2017.0,13+,"Golmaal Again is fun filled ride about two gangs who are unable to stand each other since their childhood and how they repulse each other even after they grow up. It is an adventure with its fair share of thrills that are sure to surprise the audience and fill their hearts with laughter and joy. This film will surely make everyone laugh, cry and realize the importance of how beautiful life is.",0.44444444444444453
Anukokunda Oka Roju,Telugu,8.0,2 h 25 min,2005.0,All,Story of a girl who misses ONE day of her life. Sahasra (Charmee Kaur) is a chorus singer struggling to make a career in playback singing. One day she goes to a wild party on the insistence of her friend (Pooja Bharati). A few days later she is suddenly chased by unidentified men who try to kill her. Rest of the story revolves around what happened on that wild night that Sahasra doesn't remember.,0.8148148148148149
Tulkalam,Bengali,5.4,2 h 12 min,2017.0,13+,A Bengali film about a village threatened by the growth of industries. What happens when their lands are snatched away?,0.49382716049382724
We Go Way Back,English,6.1,1 h 19 min,2006.0,NR,A tragic-comic tale with surrealistic tendencies about a lost 23-year-old who is haunted by her disappointed 13-year-old self.,0.5802469135802469
Dev Bhoomi - Land of the Gods,Hindi,7.5,1 h 32 min,2016.0,13+,"After a 40-year exile, Rahul Negi (Victor Banerjee) returns to his remote Himalayan village. Rahul wanders the village looking for familiar faces but unfortunately people who recognized him were not happy to see him. His return causes commotion amongst the villagers who have not forgiven him for his sins in the past and still hold grudges against him.",0.7530864197530864
Marjala,Kannada,3.5,2 h 12 min,1986.0,NR,"Marjala is a 1986 Indian Kannada film, directed by Vijay Gujjar and produced by M V Subramanyam. The film Stars Vijaya Kaasi and Pallavi in lead roles. The music of the film was composed by K J Joy.",0.2592592592592593
Samadhan,Bengali,7.3,2 h 8 min,1979.0,NR,"Samadhan is a 1969 Indian Bengali film, directed by Jayanto Basu and produced by Archana Pictures. The film stars Uttam Kumar, Gayatri Mukherjee, Dipankar Dey, Sumitra Mukherjee and Bikas Roy in lead roles. The film had musical score by Adhir Bagchi.",0.7283950617283951
Bhikari,Marathi,6.0,2 h 3 mins,2017.0,13+,A beautiful story of a mother and son where one day an accident leaves the mother in a state of coma and to save her life the son has to go through various sacrifises to save his mother.,0.5679012345679013
Grace Of Monaco,English,5.7,1 h 42 min,2014.0,All,"Grace [Nicole Kidman] leaves aside her successful career as a Hollywood actress to marry Prince Rainier [Tim Roth]. Years later, with her marriage hitting crisis, director Alfred Hitchcock offers her a chance to return to Hollywood. With political turmoil erupting all around, Grace is at a crossroad: choose the life she always wanted or embrace the woman she has now become: The Princess of Monaco.",0.5308641975308642
Ichak,Marathi,5.8,1 h 44 mins,2017.0,All,"Nandini, the daughter of a rich politician, Vinayrao Sawant, falls in love with Raja, who works for her father's political opponent, Mahipati Patil. However, the lovers soon become the victims of the political rivalry that is a part of a bigger conspiracy. Watch the movie to know more.",0.54320987654321
